index,inchikey,standard_smiles,scaffold,xhash,group_size
1036,ZJIOFIWKIMJTMZ-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3Cl)c2cc1OC,O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,91cc96f596990bdf8bbaace172c443dc45735258,1
1037,ZLISHOMLHVNDJG-UHFFFAOYSA-N,c1cc(-c2cnc3c(-c4ccncc4)cnn3c2)ccn1,c1cc(-c2cnc3c(-c4ccncc4)cnn3c2)ccn1,d5dc2f8b9bfea06257c12c05d9afd4c63cf5d29f,1
1038,ZLKVDWDBYSJPDP-UHFFFAOYSA-N,c1ccc(-c2cnn3cc(-c4ccccn4)cnc23)cc1,c1ccc(-c2cnn3cc(-c4ccccn4)cnc23)cc1,75828467b70bf7a628c46e6ff1c3205290d93584,1
1039,ZLXJAJNITGVWDS-UHFFFAOYSA-N,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccc5ccccc5c4)cc3)c12,O=C(Nc1ccc(-c2csc3ccncc23)cc1)Nc1ccc2ccccc2c1,a3e87f5af49238d73dcd58bf53e8611661ef4b32,1
1040,ZMDSDIMLVJXMJA-UHFFFAOYSA-N,CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,O=C(Nc1ccccc1)Nc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,18e75e40b5cd7ef2622c0cecacbd27bc9f0594b3,1
1041,ZNFSFDXPGWJMME-UHFFFAOYSA-N,FC(F)(F)c1cc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc(C(F)(F)F)c1,c1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,19bb6bc8637a2554fb185f6c2781bc84b14f3fdc,1
1042,ZNMWUAFTZNVWBG-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1ccc2ncnc-2c1,O=C(Nc1ccccc1)c1ccccc1Cn1ccc2ncnc-2c1,7045c06434bf8a16fe236c2d2ed2005142e8ad79,1
1043,ZNQQUMQUMMSXHR-UHFFFAOYSA-N,CC(C)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,322b802555cbbfc91f3f673325652eaaa7aee2fb,1
1044,ZOJHQITYHCHCCD-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5ccncc5)cnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3c(-c4ccncc4)cncc23)cc1,c5274b212c029cb56ad87057409c9f1de8e2fee3,1
1045,ZPSOPISMMLGQIU-UHFFFAOYSA-N,CCOC(=O)c1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,8a0b27b8fbf9f8c1a4979e6e353572b7113abb79,1
1046,ZPSQSBRNPLBDHP-UHFFFAOYSA-N,COc1ccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,8251cef07923b1f4513f1016d145014495a2e08b,1
1047,ZQCHZJXAOKMAFP-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccccc1Cn1ccc2ncnc-2c1,O=C(Nc1ccccc1)c1ccccc1Cn1ccc2ncnc-2c1,6c1a7d68541131ac7d84db1b0415f00e6ded9737,1
1048,ZQFFEUAQGFFMDA-UHFFFAOYSA-N,Cc1cc(C)cc(Nc2nccc(-n3ccnc3-c3cccnc3)n2)c1,c1ccc(Nc2nccc(-n3ccnc3-c3cccnc3)n2)cc1,720b74df10110fa297323e105df776121bb9bbef,1
1049,ZQIINWWMLNWZKD-UHFFFAOYSA-N,Cc1cc(Cc2nnc(Nc3ccc(Cl)cc3)c3ccccc23)ccn1,c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,1b4f6c88e469a83c2074fe0cde419aeb1962fea4,1
1050,ZRNGOZTZOAPNLD-UHFFFAOYSA-N,Cc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)c(F)c1,c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,fd9dc8748f385a684a275249f32731959cf7a72f,1
1051,ZSGNCHLJBWLFSG-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)c(CN1CCOCC1)n2C1CCCC1,c1ccc(Oc2ccc(-c3c(CN4CCOCC4)n(C4CCCC4)c4ncncc34)cc2)cc1,b55bdcdc1974ec1274fda034e21d791b932bb68b,1
1052,ZSNZPFYMIVNIMW-UHFFFAOYSA-N,Oc1cccc(Nc2nnc(Cc3ccncc3)c3ccccc23)c1,c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,248508e11bba0eb5db80851adf0228e6c6d606e7,1
1053,ZSTKAUCAPRNQSI-UHFFFAOYSA-N,CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3cccc(CS(C)(=O)=O)c3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,79d7fd77c28ee227127a794c0c3dedf636307aed,1
1054,ZSUBOTGCWWCVOR-UHFFFAOYSA-N,CCS(=O)(=O)c1cccc(Nc2ncc(-c3ccccc3)o2)c1,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,df40419762fcfe51acd4d0bf9eec5c3835fb1311,1
1055,ZTIRNZHAFJWDRP-RQNOJGIXSA-N,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,c1ccc(Nc2ccc(-c3nn(C4CCC(N5CCNCC5)CC4)c4ncncc34)cc2)cc1,21c8a799f50a9df2c987f69c26a4ddd170351d0c,1
1056,ZTNZIYTUYLFXOO-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(C(=O)c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)ccc2[nH]1,O=C(Nc1ccccc1)Nc1ccc(C(=O)c2ccc3[nH]cnc3c2)cc1,b80acdba26c078210c0b073826a3f74950be0c5f,1
1057,ZVIWALRWYYSHSU-UHFFFAOYSA-N,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,O=C(Nc1ccccc1)c1cccc(Oc2ncccc2-c2ccncn2)c1,ca26131ea80e147c60a250e8fcc679172b3efae1,1
1058,ZVOCXKULCIMARG-UHFFFAOYSA-N,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)c(Cl)c2)o1,c1ccc(Nc2nnc(-c3[nH]cnc3NCc3ccncc3)o2)cc1,f0faf932127bb2dcaa34430e44360d0b4f9a131f,1
1059,ZVPDNRVYHLRXLX-UHFFFAOYSA-N,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,c1ccc(-c2n[nH]c3ncncc23)cc1,35ba0bdbdc7c85bca48081cbcc576cf54affcbd3,1
1060,ZVVIKPIHXSNXJY-UHFFFAOYSA-N,Cc1ccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)cc1,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,02c33ac10a5267633c8828aa245f9772ec13e794,1
1061,ZWLGJBWBMJLKSB-UHFFFAOYSA-N,Cc1cccc(NC(=O)N(C)c2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2csc3ncncc23)cc1,23891eb29b646a149831e63f059b537526578aad,1
1062,ZWLPFMJOMZEBOD-UHFFFAOYSA-N,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(CN4CCN(C)CC4)c4[nH]nc(N)c34)cc2)c1,O=C(Nc1ccccc1)Nc1ccc(-c2ccc(CN3CCNCC3)c3[nH]ncc23)cc1,bd5d3bd579139e6b25b53463b374a75542cd250c,1
1063,ZWSFDCUWFKZCAE-UHFFFAOYSA-N,CNS(=O)(=O)c1ccc2[nH]c(O)c(C=c3[nH]c4c(c3=CCCN3CCOCC3)CCCC4)c2c1,C(c1c[nH]c2ccccc12)=c1[nH]c2c(c1=CCCN1CCOCC1)CCCC2,0c6a4beb717dc8ad4f57aa248468304fdfa1df20,1
1064,ZWVZORIKUNOTCS-OAQYLSRUSA-N,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,3946634dd4b93d4f23480cefa675a60cb9e91e98,1
1065,ZWYIJBSDKBGWSF-UHFFFAOYSA-N,Cc1cccc(NC(=O)c2scnc2CCc2ccncc2)c1,O=C(Nc1ccccc1)c1scnc1CCc1ccncc1,a22e79a7d925ead41bf5e7b728f67090b13d0c91,1
1066,ZXLFIHLBHMLHFJ-UHFFFAOYSA-N,Nc1ncnc2onc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,O=C(Nc1ccccc1)Nc1ccc(-c2noc3ncncc23)cc1,6b6b6dfd9cd1f6dc0dd46cc12fa19930c2cffb45,1
1067,ZYDVIGWWZRPSHL-UHFFFAOYSA-N,CNc1ncc2cc(-c3cc(C(=O)Nc4cccc5c4CCC5)ccc3C)ccc2n1,O=C(Nc1cccc2c1CCC2)c1cccc(-c2ccc3ncncc3c2)c1,ae05f2da828489199c545f6ac85e143b7d7e8a25,1
1068,ZYKJTRDHLUBWPF-UHFFFAOYSA-N,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccsc4)cc3)c12,O=C(Nc1ccc(-c2csc3ccncc23)cc1)Nc1ccsc1,cabeb948704bb24cf44cca3129f2bcce9065424a,1
1069,ZYNZKCMQRVHDGV-UHFFFAOYSA-N,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1cccs1,c1ccc(Nc2nccc(-c3cccs3)n2)cc1,3af7e13546dcc24402cd700a6d523be1b157311c,1
1070,ZYWSQVXTWKKPQW-UHFFFAOYSA-N,FC(F)(F)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,863f89299e5701cb2bd27580d0e63ddd11b37019,1
1071,ZZUVOOWCVQRMTI-UHFFFAOYSA-N,CC(C)(C)c1ccc(Nc2nnc(-c3cccc(C(N)=O)c3)c3ccccc23)cc1,c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,480dd3c0b6f46ce9181b12a1904b655dd3cebca9,1
1072,ZZYCYTFKFSOZMZ-UHFFFAOYSA-N,COc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1OC,c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,0476d93b090e9d6de399230ca789fe4b42a2e40e,1
